listing_id,split_group,fold
mubawab.ma:content:25243bf536c2e08eb0a42358,g829,3
mubawab.ma:native:8341604,g762,4
mubawab.ma:content:234cd81f2e7f2ee0668deef1,g833,1
mubawab.ma:content:549d7892b21aef948569463d,g834,1
mubawab.ma:content:6bc073a8228c7262a727e1eb,g838,0
mubawab.ma:content:91c362d145007c51a80f4c42,g839,4
mubawab.ma:content:51aa18da87438f1b385a3511,g843,0
mubawab.ma:content:a69fd8a0901fa7dd7e9155ee,g844,1
mubawab.ma:native:8206965,g845,4
mubawab.ma:content:6b30c6465ca432df87ffa84a,g847,3
mubawab.ma:content:7b77d512a0d51d347a1f6edb,g225,3
mubawab.ma:content:46bb405671a52acbd813f6f4,g849,1
mubawab.ma:native:8340181,g850,4
mubawab.ma:content:536fde8c0d926ecbb34a7441,g854,1
mubawab.ma:content:0ad94c3cfa90f0d528b72eed,g855,2
mubawab.ma:content:b1cf3bb7b4a9d4f833ed685a,g856,0
mubawab.ma:content:19fcdbae2652b57d1fd11113,g857,4
mubawab.ma:native:8392468,g858,1
mubawab.ma:content:e47b18738a15d8cd2f71c178,g862,1
mubawab.ma:content:433ccfb024fbe57395ebd5ae,g864,0
mubawab.ma:url:63c5335e867d11a7f72ffc78,g865,3
mubawab.ma:content:3d5184dc77111a36acc231a8,g866,0
mubawab.ma:content:cc8c60718570f78de7b7e85e,g867,3
mubawab.ma:content:f12ba9da6fce7678843bb72b,g868,0
mubawab.ma:content:47e55de432f8ee7565dd65f0,g870,0
mubawab.ma:native:8380416,g872,3
mubawab.ma:content:c53258de888b315f2d5db6c2,g165,0
mubawab.ma:content:16566c2fcaca8f330e10f583,g874,1
mubawab.ma:content:627d420a0481eac56ffd79b1,g876,4
mubawab.ma:content:5c44111f91aac821c766990a,g877,4
mubawab.ma:url:478a2b587052d5c801be7a1a,g690,4
mubawab.ma:content:b762ee166022ecba51dee9f9,g879,4
mubawab.ma:content:552ddd2cc12036eb3ac78d1b,g881,4
mubawab.ma:native:8360340,g882,3
mubawab.ma:content:f152e0581e97f4f9ff0ddfb4,g883,4
mubawab.ma:content:598c75028186990f45999011,g884,4
mubawab.ma:content:3dbaf01b02da4ad204373082,g885,2
mubawab.ma:content:698eff3768a6ee53e462027a,g886,1
mubawab.ma:content:212fdc7bf9a345a46c1e069c,g887,3
mubawab.ma:native:8302656,g890,0
mubawab.ma:url:b1317c21401f3c253db0dabd,g891,0
mubawab.ma:content:9fc469baceb908266e128aae,g894,0
mubawab.ma:content:949d405f71a967783273c33a,g898,3
mubawab.ma:content:33c60e69ae7ef3914706ca7d,g899,0
mubawab.ma:content:365435ae0d75e0a92c000877,g902,1
mubawab.ma:native:8328858,g904,1
mubawab.ma:content:4f74de9d58ef05c537ecd86c,g162,0
mubawab.ma:native:8359966,g76,0
mubawab.ma:content:3044f0e4a10964a067867173,g909,3
mubawab.ma:content:94bfc26f33996de2e1c9c570,g911,1
mubawab.ma:content:9c84b7be03542ab703dc69d7,g912,2
mubawab.ma:content:129b621c3df5e62ae9fd1c2f,g913,2
mubawab.ma:content:db35fc66c44a5c63915b5070,g222,0
mubawab.ma:native:8171433,g917,1
mubawab.ma:content:2498ebde78fa3ba1b6785cd8,g66,1
mubawab.ma:content:d87605ad0f61bde456cb0d53,g919,0
mubawab.ma:content:7286217e876382a27982fc93,g920,0
mubawab.ma:content:1a68b3fbd495f0e14565edde,g921,1
mubawab.ma:content:154e7329896554dd12dd5d4f,g922,3
mubawab.ma:native:8131254,g923,4
mubawab.ma:content:63e77066aefcec7bebd79259,g926,4
mubawab.ma:content:e8e6e181ef655190cec16f7d,g930,2
mubawab.ma:content:065289185ad4f590d1d5e4ce,g931,1
mubawab.ma:content:9cf0d71000ba409b42cd3fa7,g934,4
mubawab.ma:content:7efc34f634a33478e428affd,g803,4
mubawab.ma:content:e2d7997557166fcfdae55060,g936,3
mubawab.ma:content:854b1fa2647099c5131ca898,g937,3
mubawab.ma:content:ce8ee4ba38db98d16a7ddea6,g938,2
mubawab.ma:content:dd890f45f56cb0ce4df69a9a,g939,2
mubawab.ma:content:76e634ce0123c351902ddd93,g940,1
mubawab.ma:content:ab5abf33c01557f439417bd7,g941,0
mubawab.ma:content:dce746a972b26b04dc432f1c,g942,0
mubawab.ma:content:24b7fc7b73952a09a2a69051,g943,2
mubawab.ma:content:0ea1539aacf77203d4475ea8,g944,3
mubawab.ma:content:44fe2430ebe15f2ed66c5455,g945,1
mubawab.ma:content:c866cdc03b839110c6eb5d1d,g48,2
mubawab.ma:content:d492fa259431fbe12e375cf7,g950,3
mubawab.ma:content:712a10904c44dc876cce7d5a,g957,4
mubawab.ma:content:c07ccf906cb54868f0370566,g958,4
mubawab.ma:content:64f544ca7d3a30da1758ce92,g959,0
mubawab.ma:native:8379565,g960,1
mubawab.ma:content:3b41d8c9835ae6583b46b4b0,g961,0
mubawab.ma:content:da96dcfb74be37d97039ba9b,g962,0
mubawab.ma:native:8367043,g963,1
mubawab.ma:content:84b0913edbadf8411654db3a,g964,1
mubawab.ma:native:8382099,g966,0
mubawab.ma:native:8329487,g967,4
mubawab.ma:content:6ac78cf38c674405dc5e1e93,g968,3
mubawab.ma:content:3bb3eb256db65e79bf211bbe,g969,2
mubawab.ma:content:40d81b52084ebcfc624a494e,g970,1
mubawab.ma:native:8398229,g971,1
mubawab.ma:content:f8a09612665808c57dd954b4,g973,3
mubawab.ma:native:8403611,g974,3
mubawab.ma:content:2d1c612128fc847ddb29d69d,g975,3
mubawab.ma:native:8213416,g977,4
mubawab.ma:content:598f3c78737c7ade1883098a,g980,1
mubawab.ma:native:8295948,g982,1
mubawab.ma:content:71f2e9913fc081f63b714e6c,g983,4
mubawab.ma:native:8348074,g987,4
mubawab.ma:content:d56f1868fd79a1ea0bbda734,g988,0
mubawab.ma:native:8096154,g989,1
mubawab.ma:native:7559893,g194,4
mubawab.ma:content:63af201202df0f1f714e66d1,g992,1
mubawab.ma:content:ed582b827147f9daee5df533,g994,2
mubawab.ma:content:3eba482cb98f1f2ced9ece4b,g997,1
mubawab.ma:content:faf39dbb04fdbbab6ac691bc,g998,2
mubawab.ma:content:fddc2984d35a4c76e23932f8,g1001,2
mubawab.ma:native:8341118,g1002,4
mubawab.ma:content:cb63e7c6234a2d89e8ac6a3b,g1004,3
mubawab.ma:content:5451bc66b379aa2161267d09,g1005,0
mubawab.ma:native:8394013,g411,0
mubawab.ma:content:3a57a48cc3718a95ea626bac,g1008,2
mubawab.ma:content:27e3862e1129268e3c0da45e,g1009,3
mubawab.ma:native:8395200,g1010,3
mubawab.ma:content:407281b435edb5d86fa6e2a4,g1011,3
mubawab.ma:content:c3336253032c48a7d7ab166a,g1012,0
mubawab.ma:content:4589e15bcb4cad35559e20f9,g1013,0
mubawab.ma:content:ac5610ee04b03b29f94e8e1e,g728,0
mubawab.ma:content:45d362fbdfec3b6c0aa84203,g1015,4
mubawab.ma:content:630d97e33908d3aab15b16d3,g1016,3
mubawab.ma:content:4656d15600f3993df656fe7a,g1017,2
mubawab.ma:content:bdbfe555ca7911fb1b7f4920,g1018,4
mubawab.ma:content:9840d699f33913565c97b1b7,g1019,4
mubawab.ma:content:adc60f79193a39422b17e405,g1022,2
mubawab.ma:content:ebd99564fb81de93f0c4610a,g1023,3
mubawab.ma:native:8263908,g1026,3
mubawab.ma:content:12203fe3fdff2e786925559b,g1027,0
mubawab.ma:content:c130513a98aae603fc4ba2b2,g1029,0
mubawab.ma:content:a3505091b176c5ffa1e5a513,g1030,1
mubawab.ma:content:a379ff355e64ac5bbd40047b,g1031,0
mubawab.ma:content:81702cc0e13dfbee80f529a3,g1033,1
mubawab.ma:content:58a42e67792af1bf11c79323,g1035,2
mubawab.ma:content:57869e3ae9eb240410e2d149,g1037,4
mubawab.ma:content:69ac8739c9fd17e78a9216b7,g1041,3
mubawab.ma:content:97b9ba93495bf89e54da8260,g1044,4
mubawab.ma:content:1f9dcc757be55384c126b8c5,g1046,4
mubawab.ma:content:825cb61a8b0aba8e125ed9ee,g1048,4
mubawab.ma:content:18f358c4cd202f25e5302146,g1049,3
mubawab.ma:content:7a12fc746fb548f7517d9a72,g1054,2
mubawab.ma:native:8152034,g1056,3
mubawab.ma:content:64bfa3a0334d643ce805e39a,g1057,2
mubawab.ma:content:4b9baac639e14b3d357a3823,g1058,3
mubawab.ma:url:a5cbc87b3ccae396a0f5ec6b,g1062,3
mubawab.ma:content:ff7e7c9a446e1e6e4e325f71,g1063,0
mubawab.ma:content:bd9d6d4ac04c995d7360aa1f,g1064,4
mubawab.ma:content:62c68fcbcdc3550f769c48f2,g1068,0
mubawab.ma:content:167e22fba50f7123e96aecde,g1069,2
mubawab.ma:content:20cc058445feec8c1978d284,g1070,1
mubawab.ma:content:ec16e7d53be5b5b757d071e3,g1071,2
mubawab.ma:native:8252390,g1073,4
mubawab.ma:content:82152741b9d02567b4b27f9f,g1074,2
mubawab.ma:content:65432fb62c9fa70204df8120,g1075,3
mubawab.ma:native:8100234,g1076,4
mubawab.ma:content:d68adbc49354abce8b00b309,g1077,0
mubawab.ma:native:8367500,g1078,3
mubawab.ma:content:35961cf4f377f3e099d32077,g1079,2
mubawab.ma:content:c49ab1bea8c7bbde169f63bf,g1080,1
mubawab.ma:content:c80a3af3996e290787b9f595,g1081,3
mubawab.ma:native:8261871,g1082,0
mubawab.ma:native:8391583,g1083,4
mubawab.ma:content:b2a7935c630899484f39e540,g1085,3
mubawab.ma:url:f93a1fe6de3a93e53924229f,g1086,2
mubawab.ma:native:8185967,g1087,2
mubawab.ma:content:a8630f432317192f26ea3a83,g1089,3
mubawab.ma:content:f2935cd7d28027046a1bb514,g1090,1
mubawab.ma:content:9608695fa5c9ed7789b43484,g1078,3
mubawab.ma:content:816bb87396193ffc18ce3798,g1093,1
mubawab.ma:content:020b8fc69cc7528ae022d9d4,g1094,0
mubawab.ma:native:8291975,g1095,1
mubawab.ma:content:d9ea3374abe87058696e73bd,g1097,0
mubawab.ma:native:8289886,g1101,2
mubawab.ma:content:9e23a4599a77599d0fc612ad,g27,1
mubawab.ma:content:7916ae68b02420e71f3bf649,g1105,1
mubawab.ma:content:b0435701cd75d979b7f196cf,g1108,0
mubawab.ma:content:95b3ffd0aa2119d47695eb58,g1113,4
mubawab.ma:content:2d907b5833cf947ab9b1c193,g1115,3
mubawab.ma:content:d481679b8588c4ad218af8ab,g1119,3
mubawab.ma:native:8135365,g1122,2
mubawab.ma:native:8260767,g1123,1
mubawab.ma:content:a6f311ac9aab49321874c9a9,g1124,2
mubawab.ma:content:51162e1c313523f23760a9e8,g1125,2
mubawab.ma:native:8062431,g1126,1
mubawab.ma:content:3b7d3d5f6835354d8cedf1d1,g1128,0
mubawab.ma:content:c475a57a92a2e9efcce23774,g1130,1
mubawab.ma:content:681e5a221bbd2e8a01135c16,g1131,0
mubawab.ma:content:0ea563518a1e8ee3a8752ede,g1132,4
mubawab.ma:native:8277122,g1134,0
mubawab.ma:content:75574244962ae39dd74b2c54,g1135,3
mubawab.ma:content:0c2e1b1b3d20fa3c5e1330db,g1136,2
mubawab.ma:content:cb7d44ac5fb3fadaf98911cf,g1138,1
mubawab.ma:content:0a3285c0d97a2224dd5ec318,g1139,0
mubawab.ma:content:7f4272b6e6d7935a28b05c09,g1142,3
mubawab.ma:native:8041910,g1144,4
mubawab.ma:content:3984049d16407e5e27520199,g1145,3
mubawab.ma:content:88722ae4b8e6bd0e8813d53f,g844,1
mubawab.ma:content:19747bf428367cbd0b20755e,g1150,2
mubawab.ma:content:fbbd8d5d601c3a1cb3db1aad,g1151,1
mubawab.ma:content:5d1936faddd0857628f26a54,g1152,0
mubawab.ma:content:89c368e068fd37b666c8510e,g1154,4
mubawab.ma:content:af7538e47ce962b7a4699e96,g489,1
mubawab.ma:content:95ca36447243356a025aab69,g1157,3
mubawab.ma:content:e79bc74f4c69fdc6f3adb2cf,g1158,2
mubawab.ma:native:8308110,g1159,1
mubawab.ma:content:b3e65bd6557eb0d24a9c8f11,g1162,0
mubawab.ma:content:640d3a0a47a35be57accebc3,g1164,4
mubawab.ma:content:1d428454554a1f951e6b458f,g1167,3
mubawab.ma:content:0a55bafe48142a656ac85c55,g1171,4
mubawab.ma:native:8227831,g1172,2
mubawab.ma:content:d072bfaaaee9035e08e792d1,g1174,3
mubawab.ma:content:841537972d84f96bac021814,g230,3
mubawab.ma:content:02196ebd919a7277ce3cf597,g1178,0
mubawab.ma:content:0a01f518bab868427c1756fe,g1179,2
mubawab.ma:native:8294127,g1182,1
mubawab.ma:content:e48cb361ef96480beb62032c,g1184,1
mubawab.ma:content:6c0ae401854921ba8e02fa9c,g1188,0
mubawab.ma:native:8386903,g1190,4
mubawab.ma:content:4446cc8e0fd7eb3b50f310b7,g1191,2
mubawab.ma:url:393c1249f763236c4a844ba7,g1193,4
mubawab.ma:native:8289144,g1196,3
mubawab.ma:content:6c5a49ebd6e9ba54d8eea03b,g1198,2
mubawab.ma:content:306fd4b6fc07e6c1893a00c8,g1199,0
mubawab.ma:content:80ee5d62d0b138b99980ef55,g1201,0
mubawab.ma:content:772f13a61c6f4e33f778e393,g1124,2
mubawab.ma:content:66c9b370232c7d3ec9f503be,g1206,4
mubawab.ma:content:760be5991740adaa4f68c178,g886,1
mubawab.ma:content:32c4b973e9f5eb77cac41267,g1209,3
mubawab.ma:content:d5e8583c4e78dbacd9c75462,g1210,1
mubawab.ma:content:d4a16ec311954a93b5bb4737,g1213,0
mubawab.ma:content:c749111eb82852c13da4548c,g1214,4
mubawab.ma:content:201b00ad7e1ac20337d77a4c,g1215,3
mubawab.ma:native:8260245,g1218,2
mubawab.ma:native:8305918,g1221,3
mubawab.ma:content:f64107adbec87201bcd9a2d2,g1224,1
mubawab.ma:native:8391516,g1226,2
mubawab.ma:content:f9989aeaee24b1a31e9afa4f,g1228,1
mubawab.ma:native:8340989,g1230,0
mubawab.ma:native:8303386,g1231,4
mubawab.ma:content:0c094cc2bfc61323df7aa5ea,g1134,0
mubawab.ma:content:478fd0becaf72cbd774f21ab,g359,0
mubawab.ma:content:69dc064c388c8c99dcc0c0d9,g1238,1
mubawab.ma:content:745cd8706ca6bb670f05f0cf,g1239,3
mubawab.ma:native:8393914,g1240,4
mubawab.ma:content:162a41b8a4b53ddf62259b2e,g1244,3
mubawab.ma:content:bc7284e1449a8173ebc71736,g1245,2
mubawab.ma:content:597f083118e7dd227c0bc5c2,g1246,1
mubawab.ma:url:4df70763f7f864de5bafbff9,g1247,2
mubawab.ma:native:8284930,g974,3
mubawab.ma:content:6becdea9c5110ce243996a47,g1249,0
mubawab.ma:content:e32b23da7bfff2c2d794eb5d,g1250,3
mubawab.ma:native:8351598,g1251,1
mubawab.ma:content:1c381f5f562767892fc317ee,g1253,2
mubawab.ma:content:faa3d29fb9eb19557be913bb,g1254,1
mubawab.ma:content:cfbde19d60d0d0b7593aa19e,g870,0
mubawab.ma:content:c90d13b95b91e2cfb222db59,g1257,0
mubawab.ma:content:e23a6338b4af2d8ed91ce54f,g1258,4
mubawab.ma:content:b66fc55eef325cd0924cd83c,g385,1
mubawab.ma:content:8516480a98e34488ec6f6795,g1260,2
mubawab.ma:native:8305306,g1261,3
mubawab.ma:content:4be57bb98f2218586df3d2cf,g1262,1
mubawab.ma:content:1a0dfcbfc300e333a33b577a,g225,3
mubawab.ma:content:f27c7fedd0b6f637a9f49645,g1264,0
mubawab.ma:content:6ebf06f9c544ccf84abd4156,g1265,2
mubawab.ma:content:15460004f16eea97c3a4d59f,g1266,0
mubawab.ma:native:8328710,g1268,4
mubawab.ma:content:67ca2e98ad38631cf19025ce,g1271,4
mubawab.ma:content:2d48ded59b86f979afb0b02c,g1272,3
mubawab.ma:content:dc86bcb9b6b91d8c6dd05c24,g1275,2
mubawab.ma:native:8254423,g1276,3
mubawab.ma:content:37fdad620f1b33fd93f89fc8,g1277,1
mubawab.ma:content:3addcf97acb0546e582a8409,g690,4
mubawab.ma:native:8401335,g1280,0
mubawab.ma:content:0ce16301568b8b5894a3c701,g1281,4
mubawab.ma:native:8340523,g1284,4
mubawab.ma:content:7efe181e8471b2ce1bc1de4f,g1285,3
mubawab.ma:native:8392703,g1287,2
mubawab.ma:content:f97c35e50888f76d60a63ef6,g222,0
mubawab.ma:content:a4cc8e744d4da7cbda150dbf,g1290,1
mubawab.ma:content:20ec0caaad400da622230238,g1291,1
mubawab.ma:native:8407530,g1292,2
mubawab.ma:content:836cfa326632804d85bbc7fa,g1294,0
mubawab.ma:native:8262519,g1299,4
mubawab.ma:content:32afc228b5f00fee23c6a438,g1301,0
mubawab.ma:url:50fe2254004a43064c768ec4,g1303,4
mubawab.ma:url:fc92ada6d855db29c2404ab7,g1305,2
mubawab.ma:content:2bcd0c9295125189106e6396,g1307,1
mubawab.ma:content:ff28bf4f5dbb17ef471cc823,g1308,0
mubawab.ma:content:0b306a370b8eef39bd8d7bd8,g1311,0
mubawab.ma:content:14aa2d24756c36deb70da11f,g1313,4
mubawab.ma:native:8296254,g1314,3
mubawab.ma:content:ac446d5ec2c7cfb3e7c5f06f,g1316,2
mubawab.ma:native:8238015,g1317,1
mubawab.ma:native:8228655,g111,4
mubawab.ma:content:5477be996b88d27bc7de12e2,g1322,4
mubawab.ma:content:2ea403e4f1da299dc481dabb,g1324,0
mubawab.ma:native:8370495,g1325,4
mubawab.ma:native:8405649,g1326,3
mubawab.ma:content:cb9ed1f4693d9d029637676d,g744,0
mubawab.ma:content:db9ca53a9afdec57884a1ba3,g1330,2
mubawab.ma:content:38d088e7dff264cfc8ce8f87,g989,1
mubawab.ma:content:39f55d07844711467a93f493,g1335,1
mubawab.ma:content:355f91c863f4a52c413953be,g1336,0
mubawab.ma:native:8396805,g1337,4
mubawab.ma:content:14c295ae6bfc49427f996268,g1338,3
mubawab.ma:content:3ec3a9c1ef2f1a478a4bf7f5,g857,4
mubawab.ma:content:7bb15fcc344126dd38cc3375,g1342,3
mubawab.ma:content:16c78a8e26888f6513a4bca7,g1343,3
mubawab.ma:content:165127f3d2a93ed5dc658dc1,g1344,2
mubawab.ma:native:8404053,g1347,1
mubawab.ma:native:8341000,g98,0
mubawab.ma:native:8401184,g1351,0
mubawab.ma:content:d0dbb2616c68edb2ca008659,g1353,4
mubawab.ma:content:68cf4647958846b0d7c1b67a,g1354,3
mubawab.ma:content:b103b1a9b09a041e4d97d824,g1355,2
mubawab.ma:content:2616ea076b81fcfea28d9f55,g1356,1
mubawab.ma:content:33c6ac17745cdd17202662b8,g1358,0
mubawab.ma:native:8404664,g1360,1
mubawab.ma:content:0dbd9c2181e152c976b80c2d,g1361,0
mubawab.ma:content:4087efb91915f205f17bf6b4,g1363,4
mubawab.ma:content:c0b1f8df5f2a3c2a090194a4,g1366,1
mubawab.ma:native:8394617,g1367,3
mubawab.ma:content:49e4e427905c372f601f4dc4,g1368,2
mubawab.ma:content:4d0da16f499fff99569f41d8,g1371,4
mubawab.ma:native:8374048,g1372,1
mubawab.ma:content:2a5ea257ff51e41d076b5e09,g1373,1
mubawab.ma:content:f7fe87898eae9d2f6adb9ff3,g792,3
mubawab.ma:content:50bb46d6abbd4c8224f588e5,g1376,0
mubawab.ma:content:9444b637de4ed1b93433089b,g1379,3
mubawab.ma:content:100791c922a673576ae1c0c9,g1380,2
mubawab.ma:content:d6662e6669a56a27023face2,g1381,4
mubawab.ma:content:b656b5a1335d77441f344857,g1382,3
mubawab.ma:content:40dc71201ddd5aebf7193351,g1383,2
mubawab.ma:content:4c01395484ee3f50bde699cf,g1385,1
mubawab.ma:url:6d9e25a086b62103860add16,g1387,4
mubawab.ma:native:8271362,g1389,0
mubawab.ma:content:b6655c71f908bd2a978322f3,g1390,3
mubawab.ma:content:a7a04dc4b928d7c7c1a9a01c,g1391,2
mubawab.ma:content:8fda396e116586a8e4611c70,g1395,0
mubawab.ma:content:e4ba7267f9498fcfd0ce33e6,g1396,1
mubawab.ma:native:8396697,g1397,1
mubawab.ma:content:46eaa3130e9ecfa48e1f44ad,g1398,0
mubawab.ma:content:1a3a0bdf90cef15f5b7eca63,g711,1
mubawab.ma:content:838908fe93f1584b78ae8a4a,g1406,4
mubawab.ma:content:7079c60ce4f6a1c85034761d,g1407,4
mubawab.ma:content:352714e49619b71f9acd1a41,g1409,3
mubawab.ma:content:fbf027185f411796b5cef6dd,g1410,1
mubawab.ma:native:8162458,g1411,0
mubawab.ma:content:179213bf2b0b9369edd0aa4f,g1412,4
mubawab.ma:native:8351606,g1416,0
mubawab.ma:native:8284860,g1417,4
mubawab.ma:content:c3fbe51f585fc568bf1f8138,g1419,3
mubawab.ma:content:e47739faf361e19b4af08ba7,g1420,0
mubawab.ma:content:33dbe2d0f05d5acb19f8f72c,g1422,0
mubawab.ma:content:b8c2f6e29d1f5d75eaad186e,g376,0
mubawab.ma:content:acdb22571216a0f00219e3c7,g1426,4
mubawab.ma:content:2dae55f6972f78ef42b568a0,g1427,3
mubawab.ma:native:8386668,g1428,2
mubawab.ma:content:4a2fe117956377e093b56236,g1429,1
mubawab.ma:content:7168ea5dc170544fe06404dd,g1431,2
mubawab.ma:native:8399892,g1432,0
mubawab.ma:content:872ec50523898ee577f217e8,g1433,0
mubawab.ma:content:13ab0d47b5a1bcc5e2bb639b,g1434,1
mubawab.ma:native:8328828,g1435,3
mubawab.ma:content:21cf51c6fa6eaa87cf146e4a,g1436,0
mubawab.ma:native:8340098,g1438,4
mubawab.ma:content:788e48a46c8d42168f2a91e7,g1440,4
mubawab.ma:content:fde54f71cc3a2391886fc1ae,g1442,3
mubawab.ma:content:deea16e61b404b739a3c5fab,g1444,2
mubawab.ma:content:10e85e073c4c6665e3e873e9,g1445,1
mubawab.ma:content:a0743c294272f2d8e54e694a,g1448,4
mubawab.ma:content:84e6edabfe3d399e68a4bf8f,g1449,0
mubawab.ma:content:1d716f7e606523f2d896ec0f,g1450,4
mubawab.ma:native:8396501,g1452,3
mubawab.ma:native:8386298,g326,0
mubawab.ma:url:5582886eb53916325f72a18b,g1454,2
mubawab.ma:content:6203d98a15ad46f7a9faaff6,g1455,2
mubawab.ma:content:1d8a65bf0101d4c05e660d28,g1456,1
mubawab.ma:content:3ac6b33519c57a174e188d51,g1457,2
mubawab.ma:content:d069d8c81d222c30a5fe53a7,g1459,0
mubawab.ma:content:26f63b43a5cd762eb432561c,g1460,0
mubawab.ma:native:8401720,g1461,4
mubawab.ma:native:8260171,g1462,3
mubawab.ma:content:202195771aa2b68e3f19bd52,g1463,2
mubawab.ma:content:a71cd5be196bdb174f40ac7c,g160,1
mubawab.ma:content:17c37771c542aeabcbe8c19f,g1465,1
mubawab.ma:content:c0840d8e0bce43cb09202348,g1467,2
mubawab.ma:content:21141ee951ca59b3a393b7fc,g1468,0
mubawab.ma:content:2cef38d120e2690dccd0315d,g1469,4
mubawab.ma:content:d109f133cc0db44c2ed1baf0,g1471,2
mubawab.ma:content:f2461e42f0dc01fd24e5a090,g1475,4
mubawab.ma:content:5cccbf62cd87ee8dfeba1cdf,g1476,1
mubawab.ma:native:8114207,g1477,0
mubawab.ma:content:6990467f6c8855b37ceeaf63,g1479,3
mubawab.ma:native:8369864,g1481,4
mubawab.ma:native:8260344,g1482,3
mubawab.ma:content:035d054ef524388772dc84f1,g1483,2
mubawab.ma:content:a26d17d5b27466fbe9f761b7,g1484,1
mubawab.ma:native:8264042,g1485,0
mubawab.ma:content:01b4767fd6d369e7b32e49d4,g1486,2
mubawab.ma:content:25f75f817a8db81a02ab8619,g1487,2
mubawab.ma:content:9f28562a82269db8dd12333c,g631,1
mubawab.ma:content:4aca3b9c1852039084fde4c8,g938,2
mubawab.ma:content:a00c40048f36b65d2d71feae,g1492,4
mubawab.ma:content:cb0b335f12bffaeded12db94,g1224,1
mubawab.ma:content:5059b6bcc527529af44e5c97,g1494,3
mubawab.ma:native:8261992,g1496,1
mubawab.ma:native:8329046,g1497,2
mubawab.ma:content:7af0be55bc7279f5e48e32e7,g1499,1
mubawab.ma:native:8348047,g1501,1
mubawab.ma:content:7819574bb885c2c2e7bbfbc3,g1502,0
mubawab.ma:content:24e18c59a7069f65246caae4,g1503,1
mubawab.ma:content:68a3af38efd447781471a5a6,g1504,0
mubawab.ma:content:44d83f697edf107a045c04ba,g1505,4
mubawab.ma:content:a1b343e4a4e9f69d2b43fc53,g1508,1
mubawab.ma:content:1aadcc7f466ad548ef414c6b,g1510,3
mubawab.ma:content:78af660900d52eff70a34596,g1513,4
mubawab.ma:native:8381823,g1514,2
mubawab.ma:content:1510b3f07fd4d76f64cfccc1,g1516,3
mubawab.ma:content:1e55ef6c409f9a9012d11f98,g1518,1
mubawab.ma:native:8404881,g1519,0
mubawab.ma:content:2dae83b97a7ad32d1de4ae0e,g1526,4
mubawab.ma:url:0307469b998d75d5aa158fd7,g1093,1
mubawab.ma:content:039883abcae62a7ca25ef55a,g1528,3
mubawab.ma:content:f538cae2146ee888fc98274d,g1530,0
mubawab.ma:content:1ff4733ac261db5ce6034c9d,g1532,1
mubawab.ma:native:8398297,g1533,2
mubawab.ma:native:8371080,g1534,0
mubawab.ma:content:6bffb1828822ad7234b0011d,g1535,4
mubawab.ma:content:5627cf752bfacc9067e46ec9,g1536,3
mubawab.ma:content:a699e05a90e6f063948861af,g1537,2
mubawab.ma:content:d3370a2df697180d5df5412e,g1539,1
mubawab.ma:content:4f2f80b817470bf8908c7780,g1540,4
mubawab.ma:native:8365314,g1541,0
mubawab.ma:content:87b220aa82b4cc4bd912a96f,g1542,4
mubawab.ma:content:0f51a554a195df63f21bfb97,g1544,3
mubawab.ma:content:b4049a5c9d026a82bd3f2fe6,g1545,2
mubawab.ma:native:8379941,g1549,1
mubawab.ma:content:7cd01d72ec4572f45ee6df83,g1550,0
mubawab.ma:content:91bfa181e3b844800b6ab654,g1554,0
mubawab.ma:content:e050e470e9a306350cc14fd6,g1555,4
mubawab.ma:native:8293532,g711,1
mubawab.ma:native:8390293,g1372,1
mubawab.ma:content:42e065e1766f109e6e9af333,g1563,4
mubawab.ma:content:53f8afc7c24d819957d89165,g1564,4
mubawab.ma:content:c0a82f274be21159be8caf30,g1565,3
mubawab.ma:native:8394507,g1566,2
mubawab.ma:content:a5f3a0a00be5296a0127ea67,g1568,1
mubawab.ma:content:2949810a8dec8a457d64f6a7,g1569,0
mubawab.ma:content:e0beb532222b4eb14d64f125,g1572,4
mubawab.ma:content:cc8bf2e3a4d3add7ae0c9956,g1573,3
mubawab.ma:content:e7f8eb8a901ee63c56a9a4ba,g1574,2
mubawab.ma:content:db44e8c5dcf5fdf0a7cf4c57,g1577,1
